"CpG","sample_id","Beta_value","sample_type","group","chr","pos","UCSC_RefGene_Name","UCSC_RefGene_Group","Position","Gene_Region","Label.x","Label.y"
"cg14652638","TCGA-KK-A6E4-01",0.7198,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-AB20-01",0.5559,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-H9-7775-01",0.6814,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-XJ-A9DX-01",0.6627,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A6E6-01",0.618,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6339-01",0.5507,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5509-01",0.4993,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5521-01",0.535,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A8SB-01",0.6565,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9OF-01",0.73,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5754-01",0.4652,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7125-01",0.6037,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7797-01",0.4867,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A9WI-01",0.7671,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7314-01",0.5519,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-XA-A8JR-01",0.4809,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7781-01",0.3473,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-QU-A6IN-01",0.7809,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5751-01",0.459,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A8WL-01",0.5294,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-A6AO-01",0.7217,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A7B3-01",0.6197,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-XK-AAJT-01",0.6042,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-AB27-01",0.4439,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5788-01",0.7447,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A8I5-01",0.6529,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A8S9-01",0.8772,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5761-01",0.5881,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A7AZ-01",0.2157,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6366-01",0.5707,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7819-01",0.6726,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KC-A4BN-01",0.5558,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A8IG-01",0.491,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-ZG-A8QW-01",0.4387,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7786-01",0.5348,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J4-A83K-01",0.5539,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A8HK-01",0.3952,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5501-01",0.4486,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-8470-01",0.5456,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J9-A8CL-01",0.6068,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-A7NF-01",0.6682,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5762-11",0.1708,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-XK-AAJA-01",0.6318,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7330-01",0.4321,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-VP-AA1N-01",0.4866,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5524-01",0.4935,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A6E8-01",0.7508,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7821-01",0.6758,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7209-01",0.5227,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7742-01",0.1591,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6351-01",0.4703,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-8474-01",0.6892,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7075-01",0.7383,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J9-A8CP-01",0.5776,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A8IM-01",0.3502,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6348-01",0.4282,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5789-01",0.1704,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KC-A7F6-01",0.6091,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6333-11",0.0803,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KC-A4BL-01",0.3021,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J4-A67Q-01",0.4905,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-2A-A8VL-01",0.4649,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9ZK-01",0.4807,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9O5-01",0.3461,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-VP-A879-01",0.4626,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7819-11",0.1971,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-VN-A88Q-01",0.5629,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7737-01",0.4616,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A8WS-01",0.6598,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-8213-01",0.7765,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-M7-A721-01",0.5167,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-ZG-A9LZ-01",0.6889,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5765-01",0.6556,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A8WW-01",0.6857,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-A48F-01",0.7618,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9OQ-01",0.6557,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5514-01",0.5154,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6384-01",0.4807,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9ZG-01",0.3374,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A8HM-01",0.5814,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6377-01",0.5906,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-M7-A722-01",0.6744,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6361-01",0.6258,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5511-01",0.7169,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-ZG-A9KY-01",0.5345,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7784-11",0.1315,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-ZG-A9LN-01",0.3524,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5526-01",0.5291,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7820-11",0.0195,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YJ-A8SW-01",0.7237,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7794-01",0.4179,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-A46B-01",0.4526,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5542-01",0.546,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A9WJ-01",0.3814,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7328-11",0.2842,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A9Z8-01",0.4766,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-A46F-01",0.8611,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-YL-A8SK-01",0.4509,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-MG-AAMC-01",0.7552,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-X4-A8KS-01",0.2877,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J4-A67M-01",0.4605,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-ZG-A9L0-01",0.5857,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7077-01",0.8063,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-CH-5769-01",0.5497,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6353-11",0.3093,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6499-01",0.45,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5519-01",0.6049,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J4-A67T-01",0.62,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7748-01",0.5497,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-VN-A88R-01",0.5003,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-H9-A6BY-01",0.6849,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6365-01",0.4868,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7317-11",0.3407,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-7510-01",0.5125,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KK-A6E3-01",0.5527,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-G9-6336-01",0.3882,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5517-01",0.4353,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A8MG-01",0.5039,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-KC-A7FE-01",0.3267,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7817-01",0.3121,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-J4-AAU2-01",0.6921,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-V1-A8MJ-01",0.3179,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-VP-A87C-01",0.2472,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-A7NN-01",0.1641,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-A8D0-01",0.2675,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-7792-11",0.2656,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-EJ-5497-01",0.4956,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-Y6-A9XI-01",0.4304,"Primary Tumor","Tumor","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
"cg14652638","TCGA-HC-7752-11",0.5684,"Solid Tissue Normal","Normal","chr6",2842215,"SERPINB1","TSS200","chr6:2842215","Promoter","CpG-14 (chr6:2842215)","CpG-10 (chr6:2842215)"
