"CpG","sample_id","Beta_value"
"cg11393995","TCGA-HC-A76W-01",0.6419
"cg11393995","TCGA-HC-A76X-01",0.7884
"cg11393995","TCGA-HC-A8CY-01",0.7252
"cg11393995","TCGA-HC-A8D0-01",0.4509
"cg11393995","TCGA-HC-A8D1-01",0.4271
"cg11393995","TCGA-HC-A9TE-01",0.5126
"cg11393995","TCGA-HC-A9TH-01",0.5997
"cg11393995","TCGA-HI-7168-01",0.7173
"cg11393995","TCGA-HI-7169-01",0.68
"cg11393995","TCGA-HI-7170-01",0.5351
"cg11393995","TCGA-HI-7171-01",0.8449
"cg11393995","TCGA-J4-8198-01",0.7236
"cg11393995","TCGA-J4-8200-01",0.6011
"cg11393995","TCGA-J4-A67K-01",0.512
"cg11393995","TCGA-J4-A67L-01",0.5472
"cg11393995","TCGA-J4-A67M-01",0.3775
"cg11393995","TCGA-J4-A67N-01",0.682
"cg11393995","TCGA-J4-A67O-01",0.4528
"cg11393995","TCGA-J4-A67Q-01",0.4778
"cg11393995","TCGA-J4-A67R-01",0.4121
"cg11393995","TCGA-J4-A67S-01",0.5693
"cg11393995","TCGA-J4-A67T-01",0.7722
"cg11393995","TCGA-J4-A6G1-01",0.2422
"cg11393995","TCGA-J4-A6G3-01",0.3424
"cg11393995","TCGA-J4-A6M7-01",0.779
"cg11393995","TCGA-J4-A83I-01",0.7821
"cg11393995","TCGA-J4-A83J-01",0.676
"cg11393995","TCGA-J4-A83K-01",0.6843
"cg11393995","TCGA-J4-A83L-01",0.7149
"cg11393995","TCGA-J4-A83M-01",0.771
"cg11393995","TCGA-J4-A83N-01",0.769
"cg11393995","TCGA-J4-AATV-01",0.4407
"cg11393995","TCGA-J4-AATZ-01",0.7658
"cg11393995","TCGA-J4-AAU2-01",0.8353
"cg11393995","TCGA-J9-A52B-01",0.7022
"cg11393995","TCGA-J9-A52C-01",0.437
"cg11393995","TCGA-J9-A52D-01",0.9293
"cg11393995","TCGA-J9-A52E-01",0.5392
"cg11393995","TCGA-J9-A8CK-01",0.5533
"cg11393995","TCGA-J9-A8CL-01",0.7177
"cg11393995","TCGA-J9-A8CM-01",0.6113
"cg11393995","TCGA-J9-A8CN-01",0.8847
"cg11393995","TCGA-J9-A8CP-01",0.6081
"cg11393995","TCGA-KC-A4BL-01",0.4657
"cg11393995","TCGA-KC-A4BN-01",0.7307
"cg11393995","TCGA-KC-A4BO-01",0.3935
"cg11393995","TCGA-KC-A4BR-01",0.3861
"cg11393995","TCGA-KC-A4BV-01",0.6821
"cg11393995","TCGA-KC-A7F3-01",0.5996
"cg11393995","TCGA-KC-A7F5-01",0.8796
"cg11393995","TCGA-KC-A7F6-01",0.7512
"cg11393995","TCGA-KC-A7FA-01",0.3993
"cg11393995","TCGA-KC-A7FD-01",0.8189
"cg11393995","TCGA-KC-A7FE-01",0.4126
"cg11393995","TCGA-KK-A59V-01",0.5198
"cg11393995","TCGA-KK-A59X-01",0.8402
"cg11393995","TCGA-KK-A59Y-01",0.7744
"cg11393995","TCGA-KK-A59Z-01",0.8927
"cg11393995","TCGA-KK-A5A1-01",0.9171
"cg11393995","TCGA-KK-A6DY-01",0.6301
"cg11393995","TCGA-KK-A6E0-01",0.6632
"cg11393995","TCGA-KK-A6E1-01",0.6998
"cg11393995","TCGA-KK-A6E2-01",0.8412
"cg11393995","TCGA-KK-A6E3-01",0.6498
"cg11393995","TCGA-KK-A6E4-01",0.7895
"cg11393995","TCGA-KK-A6E5-01",0.6654
"cg11393995","TCGA-KK-A6E6-01",0.66
"cg11393995","TCGA-KK-A6E7-01",0.6222
"cg11393995","TCGA-KK-A6E8-01",0.8563
"cg11393995","TCGA-KK-A7AP-01",0.9089
"cg11393995","TCGA-KK-A7AQ-01",0.8413
"cg11393995","TCGA-KK-A7AU-01",0.8714
"cg11393995","TCGA-KK-A7AV-01",0.4489
"cg11393995","TCGA-KK-A7AW-01",0.6743
"cg11393995","TCGA-KK-A7AY-01",0.7777
"cg11393995","TCGA-KK-A7AZ-01",0.3949
"cg11393995","TCGA-KK-A7B0-01",0.2753
"cg11393995","TCGA-KK-A7B1-01",0.4799
"cg11393995","TCGA-KK-A7B2-01",0.3396
"cg11393995","TCGA-KK-A7B3-01",0.7435
"cg11393995","TCGA-KK-A7B4-01",0.6917
"cg11393995","TCGA-KK-A8I4-01",0.4718
"cg11393995","TCGA-KK-A8I5-01",0.8107
"cg11393995","TCGA-KK-A8I6-01",0.5481
"cg11393995","TCGA-KK-A8I7-01",0.3597
"cg11393995","TCGA-KK-A8I8-01",0.7393
"cg11393995","TCGA-KK-A8I9-01",0.6327
"cg11393995","TCGA-KK-A8IA-01",0.8543
"cg11393995","TCGA-KK-A8IB-01",0.4595
"cg11393995","TCGA-KK-A8IC-01",0.4369
"cg11393995","TCGA-KK-A8ID-01",0.8537
"cg11393995","TCGA-KK-A8IF-01",0.9115
"cg11393995","TCGA-KK-A8IG-01",0.6067
"cg11393995","TCGA-KK-A8IH-01",0.7402
"cg11393995","TCGA-KK-A8II-01",0.9245
"cg11393995","TCGA-KK-A8IJ-01",0.705
"cg11393995","TCGA-KK-A8IK-01",0.0909
"cg11393995","TCGA-KK-A8IL-01",0.6871
"cg11393995","TCGA-KK-A8IM-01",0.5208
"cg11393995","TCGA-M7-A71Y-01",0.3698
"cg11393995","TCGA-M7-A71Z-01",0.9096
"cg11393995","TCGA-M7-A720-01",0.4467
"cg11393995","TCGA-M7-A721-01",0.5418
"cg11393995","TCGA-M7-A722-01",0.8514
"cg11393995","TCGA-M7-A723-01",0.7453
"cg11393995","TCGA-M7-A724-01",0.8691
"cg11393995","TCGA-M7-A725-01",0.8046
"cg11393995","TCGA-MG-AAMC-01",0.8706
"cg11393995","TCGA-QU-A6IL-01",0.8642
"cg11393995","TCGA-QU-A6IM-01",0.6586
"cg11393995","TCGA-QU-A6IN-01",0.8543
"cg11393995","TCGA-QU-A6IO-01",0.6579
"cg11393995","TCGA-QU-A6IP-01",0.5733
"cg11393995","TCGA-SU-A7E7-01",0.4633
"cg11393995","TCGA-TK-A8OK-01",0.6661
"cg11393995","TCGA-TP-A8TT-01",0.5262
"cg11393995","TCGA-TP-A8TV-01",0.8088
"cg11393995","TCGA-V1-A8MF-01",0.3572
"cg11393995","TCGA-V1-A8MG-01",0.7014
"cg11393995","TCGA-V1-A8MJ-01",0.4269
"cg11393995","TCGA-V1-A8MK-01",0.6578
"cg11393995","TCGA-V1-A8ML-01",0.7432
"cg11393995","TCGA-V1-A8MM-01",0.7947
"cg11393995","TCGA-V1-A8MU-01",0.5315
"cg11393995","TCGA-V1-A8WL-01",0.6308
"cg11393995","TCGA-V1-A8WN-01",0.5395
"cg11393995","TCGA-V1-A8WS-01",0.8032
"cg11393995","TCGA-V1-A8WV-01",0.101
"cg11393995","TCGA-V1-A8WW-01",0.7908
"cg11393995","TCGA-V1-A8X3-01",0.6723
"cg11393995","TCGA-V1-A9O5-01",0.4016
"cg11393995","TCGA-V1-A9O7-01",0.4358
"cg11393995","TCGA-V1-A9O9-01",0.4094
"cg11393995","TCGA-V1-A9OA-01",0.5357
"cg11393995","TCGA-V1-A9OF-01",0.8392
"cg11393995","TCGA-V1-A9OH-01",0.4942
"cg11393995","TCGA-V1-A9OL-01",0.6757
"cg11393995","TCGA-V1-A9OQ-01",0.7842
"cg11393995","TCGA-V1-A9OT-01",0.7517
"cg11393995","TCGA-V1-A9OX-01",0.54
"cg11393995","TCGA-V1-A9OY-01",0.4955
"cg11393995","TCGA-V1-A9Z7-01",0.531
"cg11393995","TCGA-V1-A9Z8-01",0.5863
"cg11393995","TCGA-V1-A9Z9-01",0.6651
"cg11393995","TCGA-V1-A9ZG-01",0.2966
"cg11393995","TCGA-V1-A9ZI-01",0.5395
"cg11393995","TCGA-V1-A9ZK-01",0.5862
"cg11393995","TCGA-V1-A9ZR-01",0.5127
"cg11393995","TCGA-VN-A88I-01",0.2576
"cg11393995","TCGA-VN-A88K-01",0.6675
"cg11393995","TCGA-VN-A88L-01",0.6882
"cg11393995","TCGA-VN-A88M-01",0.8019
"cg11393995","TCGA-VN-A88N-01",0.5635
"cg11393995","TCGA-VN-A88O-01",0.7857
"cg11393995","TCGA-VN-A88P-01",0.8231
"cg11393995","TCGA-VN-A88Q-01",0.6307
"cg11393995","TCGA-VN-A88R-01",0.655
"cg11393995","TCGA-VN-A943-01",0.8837
"cg11393995","TCGA-VP-A872-01",0.55
"cg11393995","TCGA-VP-A875-01",0.9293
"cg11393995","TCGA-VP-A876-01",0.8931
"cg11393995","TCGA-VP-A878-01",0.4987
"cg11393995","TCGA-VP-A879-01",0.5915
"cg11393995","TCGA-VP-A87B-01",0.8861
"cg11393995","TCGA-VP-A87C-01",0.2074
"cg11393995","TCGA-VP-A87D-01",0.4996
"cg11393995","TCGA-VP-A87E-01",0.5422
"cg11393995","TCGA-VP-A87H-01",0.5876
"cg11393995","TCGA-VP-A87J-01",0.8567
"cg11393995","TCGA-VP-A87K-01",0.8755
"cg11393995","TCGA-VP-AA1N-01",0.6208
"cg11393995","TCGA-WW-A8ZI-01",0.9029
"cg11393995","TCGA-X4-A8KQ-01",0.5742
"cg11393995","TCGA-X4-A8KS-01",0.3632
"cg11393995","TCGA-XA-A8JR-01",0.5752
"cg11393995","TCGA-XJ-A83F-01",0.8239
"cg11393995","TCGA-XJ-A83G-01",0.8266
"cg11393995","TCGA-XJ-A83H-01",0.705
"cg11393995","TCGA-XJ-A9DI-01",0.2555
"cg11393995","TCGA-XJ-A9DK-01",0.4412
"cg11393995","TCGA-XJ-A9DQ-01",0.5973
"cg11393995","TCGA-XJ-A9DX-01",0.8413
"cg11393995","TCGA-XK-AAIR-01",0.3794
"cg11393995","TCGA-XK-AAIV-01",0.1096
"cg11393995","TCGA-XK-AAIW-01",0.7452
"cg11393995","TCGA-XK-AAJ3-01",0.7368
"cg11393995","TCGA-XK-AAJA-01",0.7371
"cg11393995","TCGA-XK-AAJP-01",0.7774
"cg11393995","TCGA-XK-AAJR-01",0.4447
"cg11393995","TCGA-XK-AAJT-01",0.6484
"cg11393995","TCGA-XK-AAJU-01",0.2622
"cg11393995","TCGA-XK-AAK1-01",0.7013
"cg11393995","TCGA-XQ-A8TA-01",0.8534
"cg11393995","TCGA-XQ-A8TB-01",0.6074
"cg11393995","TCGA-Y6-A8TL-01",0.7462
"cg11393995","TCGA-Y6-A9XI-01",0.6332
"cg11393995","TCGA-YJ-A8SW-01",0.8971
"cg11393995","TCGA-YL-A8HJ-01",0.4413
"cg11393995","TCGA-YL-A8HK-01",0.3712
"cg11393995","TCGA-YL-A8HL-01",0.6716
"cg11393995","TCGA-YL-A8HM-01",0.8461
"cg11393995","TCGA-YL-A8HO-01",0.6451
"cg11393995","TCGA-YL-A8S8-01",0.6009
"cg11393995","TCGA-YL-A8S9-01",0.9301
"cg11393995","TCGA-YL-A8SA-01",0.8048
"cg11393995","TCGA-YL-A8SB-01",0.7336
"cg11393995","TCGA-YL-A8SC-01",0.6136
"cg11393995","TCGA-YL-A8SF-01",0.6651
"cg11393995","TCGA-YL-A8SH-01",0.69
"cg11393995","TCGA-YL-A8SI-01",0.5301
"cg11393995","TCGA-YL-A8SJ-01",0.7092
"cg11393995","TCGA-YL-A8SK-01",0.4922
"cg11393995","TCGA-YL-A8SL-01",0.811
"cg11393995","TCGA-YL-A8SO-01",0.6159
"cg11393995","TCGA-YL-A8SP-01",0.8489
"cg11393995","TCGA-YL-A8SQ-01",0.8204
"cg11393995","TCGA-YL-A8SR-01",0.7002
"cg11393995","TCGA-YL-A9WH-01",0.7663
"cg11393995","TCGA-YL-A9WI-01",0.9
"cg11393995","TCGA-YL-A9WJ-01",0.4223
"cg11393995","TCGA-YL-A9WK-01",0.5907
"cg11393995","TCGA-YL-A9WL-01",0.8507
"cg11393995","TCGA-YL-A9WX-01",0.3439
"cg11393995","TCGA-YL-A9WY-01",0.4335
"cg11393995","TCGA-ZG-A8QW-01",0.5043
"cg11393995","TCGA-ZG-A8QX-01",0.4784
"cg11393995","TCGA-ZG-A8QY-01",0.6287
"cg11393995","TCGA-ZG-A8QZ-01",0.5042
"cg11393995","TCGA-ZG-A9KY-01",0.5744
"cg11393995","TCGA-ZG-A9L0-01",0.741
"cg11393995","TCGA-ZG-A9L1-01",0.836
"cg11393995","TCGA-ZG-A9L2-01",0.4013
"cg11393995","TCGA-ZG-A9L4-01",0.3169
"cg11393995","TCGA-ZG-A9L5-01",0.8087
"cg11393995","TCGA-ZG-A9L6-01",0.6964
"cg11393995","TCGA-ZG-A9L9-01",0.5979
"cg11393995","TCGA-ZG-A9LB-01",0.5586
"cg11393995","TCGA-ZG-A9LM-01",0.7041
"cg11393995","TCGA-ZG-A9LN-01",0.3114
"cg11393995","TCGA-ZG-A9LS-01",0.3841
"cg11393995","TCGA-ZG-A9LU-01",0.3714
"cg11393995","TCGA-ZG-A9LY-01",0.4474
"cg11393995","TCGA-ZG-A9LZ-01",0.7034
"cg11393995","TCGA-ZG-A9M4-01",0.6826
"cg11393995","TCGA-ZG-A9MC-01",0.2574
"cg11393995","TCGA-ZG-A9N3-01",0.1564
"cg11393995","TCGA-ZG-A9ND-01",0.7968
"cg11393995","TCGA-ZG-A9NI-01",0.7364
"cg25003777","TCGA-2A-A8VL-01",0.3205
"cg25003777","TCGA-2A-A8VO-01",0.6533
"cg25003777","TCGA-2A-A8VT-01",0.5391
"cg25003777","TCGA-2A-A8VV-01",0.6824
"cg25003777","TCGA-2A-A8VX-01",0.7292
"cg25003777","TCGA-2A-A8W1-01",0.3789
"cg25003777","TCGA-2A-A8W3-01",0.4322
"cg25003777","TCGA-2A-AAYF-01",0.4575
"cg25003777","TCGA-2A-AAYO-01",0.4533
"cg25003777","TCGA-2A-AAYU-01",0.0384
"cg25003777","TCGA-4L-AA1F-01",0.3449
"cg25003777","TCGA-CH-5737-01",0.6775
"cg25003777","TCGA-CH-5738-01",0.4343
"cg25003777","TCGA-CH-5739-01",0.591
"cg25003777","TCGA-CH-5740-01",0.5436
"cg25003777","TCGA-CH-5741-01",0.662
"cg25003777","TCGA-CH-5743-01",0.0516
"cg25003777","TCGA-CH-5744-01",0.505
"cg25003777","TCGA-CH-5745-01",0.4932
"cg25003777","TCGA-CH-5746-01",0.3426
"cg25003777","TCGA-CH-5748-01",0.3542
"cg25003777","TCGA-CH-5750-01",0.4429
"cg25003777","TCGA-CH-5751-01",0.3451
"cg25003777","TCGA-CH-5752-01",0.5859
"cg25003777","TCGA-CH-5753-01",0.5991
"cg25003777","TCGA-CH-5754-01",0.4547
"cg25003777","TCGA-CH-5761-01",0.3883
"cg25003777","TCGA-CH-5762-01",0.4198
"cg25003777","TCGA-CH-5763-01",0.2051
"cg25003777","TCGA-CH-5764-01",0.5072
"cg25003777","TCGA-CH-5765-01",0.5879
"cg25003777","TCGA-CH-5766-01",0.3803
"cg25003777","TCGA-CH-5767-01",0.691
"cg25003777","TCGA-CH-5768-01",0.5432
"cg25003777","TCGA-CH-5769-01",0.4744
"cg25003777","TCGA-CH-5771-01",0.3256
"cg25003777","TCGA-CH-5772-01",0.465
"cg25003777","TCGA-CH-5788-01",0.6269
"cg25003777","TCGA-CH-5789-01",0.1008
"cg25003777","TCGA-CH-5790-01",0.6141
"cg25003777","TCGA-CH-5791-01",0.5475
"cg25003777","TCGA-CH-5792-01",0.3951
"cg25003777","TCGA-CH-5794-01",0.5064
"cg25003777","TCGA-EJ-5494-01",0.5167
"cg25003777","TCGA-EJ-5495-01",0.4034
"cg25003777","TCGA-EJ-5496-01",0.4857
"cg25003777","TCGA-EJ-5497-01",0.4492
"cg25003777","TCGA-EJ-5498-01",0.2641
"cg25003777","TCGA-EJ-5499-01",0.4182
"cg25003777","TCGA-EJ-5501-01",0.3743
"cg25003777","TCGA-EJ-5502-01",0.3772
"cg25003777","TCGA-EJ-5503-01",0.1521
"cg25003777","TCGA-EJ-5504-01",0.5352
"cg25003777","TCGA-EJ-5505-01",0.3654
"cg25003777","TCGA-EJ-5506-01",0.2053
"cg25003777","TCGA-EJ-5507-01",0.4483
"cg25003777","TCGA-EJ-5508-01",0.423
"cg25003777","TCGA-EJ-5509-01",0.4611
"cg25003777","TCGA-EJ-5510-01",0.3788
"cg25003777","TCGA-EJ-5511-01",0.4076
"cg25003777","TCGA-EJ-5512-01",0.4357
"cg25003777","TCGA-EJ-5514-01",0.1875
"cg25003777","TCGA-EJ-5515-01",0.1856
"cg25003777","TCGA-EJ-5516-01",0.3535
"cg25003777","TCGA-EJ-5517-01",0.1525
"cg25003777","TCGA-EJ-5518-01",0.4487
"cg25003777","TCGA-EJ-5519-01",0.5498
"cg25003777","TCGA-EJ-5521-01",0.4546
"cg25003777","TCGA-EJ-5522-01",0.39
"cg25003777","TCGA-EJ-5524-01",0.4547
"cg25003777","TCGA-EJ-5525-01",0.5955
"cg25003777","TCGA-EJ-5526-01",0.4721
"cg25003777","TCGA-EJ-5527-01",0.4303
"cg25003777","TCGA-EJ-5530-01",0.5374
"cg25003777","TCGA-EJ-5531-01",0.3255
"cg25003777","TCGA-EJ-5532-01",0.4875
"cg25003777","TCGA-EJ-5542-01",0.4986
"cg25003777","TCGA-EJ-7115-01",0.546
"cg25003777","TCGA-EJ-7123-01",0.5445
"cg25003777","TCGA-EJ-7125-01",0.553
"cg25003777","TCGA-EJ-7218-01",0.3504
"cg25003777","TCGA-EJ-7312-01",0.6364
"cg25003777","TCGA-EJ-7314-01",0.4957
"cg25003777","TCGA-EJ-7315-01",0.5208
"cg25003777","TCGA-EJ-7317-01",0.4075
"cg25003777","TCGA-EJ-7318-01",0.5212
"cg25003777","TCGA-EJ-7321-01",0.476
"cg25003777","TCGA-EJ-7325-01",0.6702
"cg25003777","TCGA-EJ-7327-01",0.5183
"cg25003777","TCGA-EJ-7328-01",0.408
"cg25003777","TCGA-EJ-7330-01",0.3699
"cg25003777","TCGA-EJ-7331-01",0.4678
"cg25003777","TCGA-EJ-7781-01",0.4224
"cg25003777","TCGA-EJ-7782-01",0.5865
"cg25003777","TCGA-EJ-7783-01",0.451
"cg25003777","TCGA-EJ-7784-01",0.6564
"cg25003777","TCGA-EJ-7785-01",0.3992
"cg25003777","TCGA-EJ-7786-01",0.3865
"cg25003777","TCGA-EJ-7788-01",0.5547
"cg25003777","TCGA-EJ-7789-01",0.7431
"cg25003777","TCGA-EJ-7791-01",0.2684
"cg25003777","TCGA-EJ-7792-01",0.1978
"cg25003777","TCGA-EJ-7793-01",0.2643
"cg25003777","TCGA-EJ-7794-01",0.4121
"cg25003777","TCGA-EJ-7797-01",0.3722
"cg25003777","TCGA-EJ-8468-01",0.5571
"cg25003777","TCGA-EJ-8469-01",0.6397
"cg25003777","TCGA-EJ-8470-01",0.4615
"cg25003777","TCGA-EJ-8472-01",0.6154
"cg25003777","TCGA-EJ-8474-01",0.5393
"cg25003777","TCGA-EJ-A46B-01",0.2662
"cg25003777","TCGA-EJ-A46D-01",0.3
"cg25003777","TCGA-EJ-A46E-01",0.089
"cg25003777","TCGA-EJ-A46F-01",0.7492
"cg25003777","TCGA-EJ-A46G-01",0.6092
"cg25003777","TCGA-EJ-A46H-01",0.0336
"cg25003777","TCGA-EJ-A46I-01",0.2875
"cg25003777","TCGA-EJ-A65B-01",0.2436
"cg25003777","TCGA-EJ-A65D-01",0.7718
"cg25003777","TCGA-EJ-A65E-01",0.337
"cg25003777","TCGA-EJ-A65F-01",0.5866
"cg25003777","TCGA-EJ-A65G-01",0.2377
"cg25003777","TCGA-EJ-A65J-01",0.0589
"cg25003777","TCGA-EJ-A65M-01",0.4816
"cg25003777","TCGA-EJ-A6RA-01",0.2385
"cg25003777","TCGA-EJ-A6RC-01",0.3643
"cg25003777","TCGA-EJ-A7NF-01",0.5953
"cg25003777","TCGA-EJ-A7NG-01",0.1553
"cg25003777","TCGA-EJ-A7NH-01",0.2984
"cg25003777","TCGA-EJ-A7NJ-01",0.2313
"cg25003777","TCGA-EJ-A7NK-01",0.2148
"cg25003777","TCGA-EJ-A7NM-01",0.4696
"cg25003777","TCGA-EJ-A7NN-01",0.0859
"cg25003777","TCGA-EJ-A8FN-01",0.2852
"cg25003777","TCGA-EJ-A8FO-01",0.3304
"cg25003777","TCGA-EJ-A8FP-01",0.1641
"cg25003777","TCGA-EJ-A8FS-01",0.6447
"cg25003777","TCGA-EJ-A8FU-01",0.1961
"cg25003777","TCGA-EJ-AB20-01",0.0661
"cg25003777","TCGA-EJ-AB27-01",0.3045
"cg25003777","TCGA-FC-7708-01",0.3878
"cg25003777","TCGA-FC-7961-01",0.46
"cg25003777","TCGA-FC-A4JI-01",0.0333
"cg25003777","TCGA-FC-A5OB-01",0.5466
"cg25003777","TCGA-FC-A66V-01",0.0467
"cg25003777","TCGA-FC-A6HD-01",0.6451
"cg25003777","TCGA-FC-A8O0-01",0.035
"cg25003777","TCGA-G9-6329-01",0.3941
"cg25003777","TCGA-G9-6332-01",0.6713
"cg25003777","TCGA-G9-6333-01",0.4519
"cg25003777","TCGA-G9-6336-01",0.3948
"cg25003777","TCGA-G9-6338-01",0.6556
"cg25003777","TCGA-G9-6339-01",0.4898
"cg25003777","TCGA-G9-6342-01",0.4758
"cg25003777","TCGA-G9-6343-01",0.3296
"cg25003777","TCGA-G9-6347-01",0.3826
"cg25003777","TCGA-G9-6348-01",0.3999
"cg25003777","TCGA-G9-6351-01",0.3681
"cg25003777","TCGA-G9-6353-01",0.3062
"cg25003777","TCGA-G9-6354-01",0.3152
"cg25003777","TCGA-G9-6356-01",0.3673
"cg25003777","TCGA-G9-6361-01",0.6027
"cg25003777","TCGA-G9-6362-01",0.4071
"cg25003777","TCGA-G9-6363-01",0.4633
"cg25003777","TCGA-G9-6364-01",0.0845
"cg25003777","TCGA-G9-6365-01",0.4935
"cg25003777","TCGA-G9-6366-01",0.5057
"cg25003777","TCGA-G9-6367-01",0.0583
"cg25003777","TCGA-G9-6369-01",0.6809
"cg25003777","TCGA-G9-6370-01",0.2287
"cg25003777","TCGA-G9-6371-01",0.5674
"cg25003777","TCGA-G9-6373-01",0.2786
"cg25003777","TCGA-G9-6377-01",0.5516
"cg25003777","TCGA-G9-6378-01",0.1036
"cg25003777","TCGA-G9-6379-01",0.4234
"cg25003777","TCGA-G9-6384-01",0.4644
"cg25003777","TCGA-G9-6385-01",0.2433
"cg25003777","TCGA-G9-6494-01",0.4119
"cg25003777","TCGA-G9-6496-01",0.6545
"cg25003777","TCGA-G9-6498-01",0.3577
"cg25003777","TCGA-G9-6499-01",0.3048
"cg25003777","TCGA-G9-7509-01",0.4291
"cg25003777","TCGA-G9-7510-01",0.4193
"cg25003777","TCGA-G9-7519-01",0.361
"cg25003777","TCGA-G9-7521-01",0.4132
"cg25003777","TCGA-G9-7522-01",0.1942
"cg25003777","TCGA-G9-7523-01",0.4178
"cg25003777","TCGA-G9-7525-01",0.5639
"cg25003777","TCGA-G9-A9S0-01",0.248
"cg25003777","TCGA-G9-A9S4-01",0.6129
"cg25003777","TCGA-G9-A9S7-01",0.4208
"cg25003777","TCGA-H9-7775-01",0.6241
"cg25003777","TCGA-H9-A6BX-01",0.0348
"cg25003777","TCGA-H9-A6BY-01",0.5883
"cg25003777","TCGA-HC-7075-01",0.5438
"cg25003777","TCGA-HC-7077-01",0.7312
"cg25003777","TCGA-HC-7078-01",0.5389
"cg25003777","TCGA-HC-7079-01",0.1888
"cg25003777","TCGA-HC-7080-01",0.7634
"cg25003777","TCGA-HC-7081-01",0.5615
"cg25003777","TCGA-HC-7209-01",0.4762
"cg25003777","TCGA-HC-7210-01",0.4791
"cg25003777","TCGA-HC-7211-01",0.1857
"cg25003777","TCGA-HC-7212-01",0.611
"cg25003777","TCGA-HC-7213-01",0.5872
"cg25003777","TCGA-HC-7230-01",0.675
"cg25003777","TCGA-HC-7231-01",0.5769
"cg25003777","TCGA-HC-7232-01",0.5196
"cg25003777","TCGA-HC-7233-01",0.4909
"cg25003777","TCGA-HC-7736-01",0.5165
"cg25003777","TCGA-HC-7737-01",0.3723
"cg25003777","TCGA-HC-7738-01",0.5664
"cg25003777","TCGA-HC-7740-01",0.2928
"cg25003777","TCGA-HC-7742-01",0.0784
"cg25003777","TCGA-HC-7744-01",0.5942
"cg25003777","TCGA-HC-7745-01",0.4239
"cg25003777","TCGA-HC-7747-01",0.2671
"cg25003777","TCGA-HC-7748-01",0.4829
"cg25003777","TCGA-HC-7749-01",0.5722
"cg25003777","TCGA-HC-7750-01",0.2776
"cg25003777","TCGA-HC-7752-01",0.7114
"cg25003777","TCGA-HC-7817-01",0.0409
"cg25003777","TCGA-HC-7818-01",0.4645
"cg25003777","TCGA-HC-7819-01",0.6201
"cg25003777","TCGA-HC-7820-01",0.4538
"cg25003777","TCGA-HC-7821-01",0.6357
"cg25003777","TCGA-HC-8213-01",0.6699
"cg25003777","TCGA-HC-8216-01",0.4363
"cg25003777","TCGA-HC-8256-01",0.5124
"cg25003777","TCGA-HC-8257-01",0.541
"cg25003777","TCGA-HC-8258-01",0.24635
"cg25003777","TCGA-HC-8259-01",0.4264
"cg25003777","TCGA-HC-8260-01",0.3091
"cg25003777","TCGA-HC-8261-01",0.46065
"cg25003777","TCGA-HC-8262-01",0.513
"cg25003777","TCGA-HC-8264-01",0.5923
"cg25003777","TCGA-HC-8265-01",0.5007
"cg25003777","TCGA-HC-8266-01",0.3388
"cg25003777","TCGA-HC-A48F-01",0.7074
"cg25003777","TCGA-HC-A4ZV-01",0.5174
"cg25003777","TCGA-HC-A631-01",0.7571
"cg25003777","TCGA-HC-A632-01",0.3798
"cg25003777","TCGA-HC-A6AL-01",0.5204
"cg25003777","TCGA-HC-A6AN-01",0.6157
"cg25003777","TCGA-HC-A6AO-01",0.563
"cg25003777","TCGA-HC-A6AP-01",0.341
"cg25003777","TCGA-HC-A6AQ-01",0.4986
"cg25003777","TCGA-HC-A6AS-01",0.4441
"cg25003777","TCGA-HC-A6HX-01",0.2954
"cg25003777","TCGA-HC-A6HY-01",0.4015
"cg25003777","TCGA-HC-A76W-01",0.4827
"cg25003777","TCGA-HC-A76X-01",0.5969
"cg25003777","TCGA-HC-A8CY-01",0.584
"cg25003777","TCGA-HC-A8D0-01",0.2927
"cg25003777","TCGA-HC-A8D1-01",0.3349
"cg25003777","TCGA-HC-A9TE-01",0.4523
"cg25003777","TCGA-HC-A9TH-01",0.0374
"cg25003777","TCGA-HI-7168-01",0.5206
"cg25003777","TCGA-HI-7169-01",0.4903
"cg25003777","TCGA-HI-7170-01",0.4362
"cg25003777","TCGA-HI-7171-01",0.6922
"cg25003777","TCGA-J4-8198-01",0.4971
"cg25003777","TCGA-J4-8200-01",0.3514
"cg25003777","TCGA-J4-A67K-01",0.5316
"cg25003777","TCGA-J4-A67L-01",0.4739
"cg25003777","TCGA-J4-A67M-01",0.4294
"cg25003777","TCGA-J4-A67N-01",0.4799
"cg25003777","TCGA-J4-A67O-01",0.3591
"cg25003777","TCGA-J4-A67Q-01",0.4797
"cg25003777","TCGA-J4-A67R-01",0.3403
"cg25003777","TCGA-J4-A67S-01",0.4916
"cg25003777","TCGA-J4-A67T-01",0.5071
"cg25003777","TCGA-J4-A6G1-01",0.2769
"cg25003777","TCGA-J4-A6G3-01",0.2207
"cg25003777","TCGA-J4-A6M7-01",0.6544
"cg25003777","TCGA-J4-A83I-01",0.5903
"cg25003777","TCGA-J4-A83J-01",0.5752
"cg25003777","TCGA-J4-A83K-01",0.505
"cg25003777","TCGA-J4-A83L-01",0.4696
"cg25003777","TCGA-J4-A83M-01",0.5597
"cg25003777","TCGA-J4-A83N-01",0.5955
"cg25003777","TCGA-J4-AATV-01",0.2031
"cg25003777","TCGA-J4-AATZ-01",0.4482
"cg25003777","TCGA-J4-AAU2-01",0.3987
